파일명,라벨,관절0_x,관절0_y,관절0_vis,관절1_x,관절1_y,관절1_vis,관절2_x,관절2_y,관절2_vis,관절3_x,관절3_y,관절3_vis,관절4_x,관절4_y,관절4_vis,관절5_x,관절5_y,관절5_vis,관절6_x,관절6_y,관절6_vis,관절7_x,관절7_y,관절7_vis,관절8_x,관절8_y,관절8_vis,관절9_x,관절9_y,관절9_vis,관절10_x,관절10_y,관절10_vis,관절11_x,관절11_y,관절11_vis,관절12_x,관절12_y,관절12_vis,관절13_x,관절13_y,관절13_vis,관절14_x,관절14_y,관절14_vis,관절15_x,관절15_y,관절15_vis,관절16_x,관절16_y,관절16_vis,관절17_x,관절17_y,관절17_vis,관절18_x,관절18_y,관절18_vis,관절19_x,관절19_y,관절19_vis,관절20_x,관절20_y,관절20_vis,관절21_x,관절21_y,관절21_vis,관절22_x,관절22_y,관절22_vis,관절23_x,관절23_y,관절23_vis,관절24_x,관절24_y,관절24_vis,관절25_x,관절25_y,관절25_vis,관절26_x,관절26_y,관절26_vis,관절27_x,관절27_y,관절27_vis,관절28_x,관절28_y,관절28_vis,관절29_x,관절29_y,관절29_vis,관절30_x,관절30_y,관절30_vis,관절31_x,관절31_y,관절31_vis,관절32_x,관절32_y,관절32_vis
posture(195)_jpg.rf.8hWH2d7lXMz7VivDJv0l.jpg,bad,0.557059,0.425349,0.999807,0.573267,0.406895,0.999788,0.579669,0.407192,0.999816,0.586876,0.407486,0.999822,0.565819,0.405576,0.999709,0.565706,0.405078,0.99972,0.566042,0.404264,0.999791,0.616407,0.415804,0.999694,0.594218,0.40973,0.99985,0.568242,0.446494,0.999799,0.558015,0.444607,0.999549,0.644809,0.487507,0.999809,0.583761,0.466404,0.999616,0.483009,0.559971,0.980121,0.463058,0.54179,0.58883,0.331348,0.604591,0.904944,0.323056,0.584038,0.620276,0.300732,0.619751,0.859728,0.292229,0.590857,0.607538,0.285202,0.606589,0.865745,0.286555,0.58911,0.608967,0.301496,0.606217,0.851213,0.303286,0.590875,0.615165,0.583486,0.6947,0.999161,0.539046,0.662932,0.998271,0.338917,0.724528,0.989022,0.337614,0.668766,0.694752,0.347423,0.930776,0.983506,0.363391,0.869193,0.532934,0.381693,0.954285,0.974295,0.388694,0.898819,0.50199,0.265273,1.000627,0.959769,0.307054,0.93602,0.476932
posture(541)_jpg.rf.HLjjlVBEeCVFachaqVgt.jpg,bad,0.392269,0.219824,0.999851,0.389538,0.190226,0.999892,0.393965,0.18648,0.999887,0.399523,0.182093,0.999911,0.384459,0.194121,0.999909,0.385111,0.193392,0.999912,0.386394,0.192256,0.99993,0.441924,0.163398,0.999881,0.42599,0.17536,0.999906,0.422846,0.229898,0.999845,0.416563,0.234281,0.999736,0.591081,0.227626,0.999841,0.524159,0.276575,0.997016,0.645812,0.447889,0.943841,0.512147,0.471297,0.035835,0.445058,0.419372,0.877786,0.413778,0.423268,0.057509,0.387644,0.431241,0.783452,0.365684,0.42672,0.070826,0.376293,0.399397,0.775835,0.352594,0.412912,0.063349,0.393149,0.393029,0.744278,0.373318,0.411328,0.067096,0.687558,0.572696,0.998356,0.619877,0.569522,0.997216,0.299305,0.59346,0.970004,0.28601,0.577926,0.189291,0.32234,0.889769,0.924468,0.309506,0.872258,0.132134,0.359712,0.944193,0.86701,0.34028,0.920593,0.160954,0.204779,1.009556,0.888439,0.210282,0.991984,0.169952
posture(294)_jpg.rf.BvDleeVviOIZolaZpsbz.jpg,good,0.546909,0.19552,0.997678,0.533928,0.169008,0.997815,0.533125,0.167857,0.997641,0.531585,0.166675,0.998458,0.523794,0.170439,0.997326,0.514847,0.170364,0.996648,0.505569,0.17061,0.997065,0.490524,0.178832,0.999026,0.461918,0.183446,0.996348,0.541948,0.221171,0.99842,0.529626,0.221516,0.998642,0.456427,0.294373,0.997514,0.392563,0.314391,0.996334,0.559352,0.399184,0.153065,0.541311,0.475437,0.969019,0.710016,0.429407,0.274598,0.706048,0.474059,0.956425,0.751891,0.424514,0.344653,0.744227,0.463732,0.934498,0.751118,0.413991,0.364655,0.749779,0.430034,0.936339,0.734559,0.417943,0.360052,0.730434,0.433068,0.919415,0.406537,0.575068,0.996394,0.359571,0.626764,0.997117,0.659321,0.565651,0.413626,0.639425,0.602954,0.948853,0.585273,0.765046,0.348,0.596605,0.826284,0.932459,0.539615,0.790142,0.454025,0.558002,0.865179,0.925287,0.655761,0.842144,0.386553,0.702097,0.896409,0.893267
posture(851)_jpg.rf.zJ0WUqSLJ8S1xEVAEFck.jpg,bad,0.606329,0.375028,0.999467,0.597129,0.353854,0.999555,0.596542,0.353482,0.999541,0.595667,0.353029,0.99964,0.589824,0.352996,0.999465,0.584044,0.352314,0.999382,0.577624,0.351654,0.999507,0.559182,0.357349,0.999683,0.541748,0.358128,0.999362,0.596901,0.393529,0.999194,0.589491,0.39347,0.999074,0.499129,0.430984,0.996328,0.528505,0.455695,0.998306,0.609809,0.5211,0.064544,0.681963,0.545752,0.923977,0.679357,0.586224,0.071526,0.781875,0.540244,0.870378,0.696257,0.584895,0.09482,0.8105,0.525634,0.835147,0.694522,0.585496,0.100802,0.794875,0.513074,0.831879,0.687563,0.591366,0.114805,0.786665,0.518968,0.81896,0.396812,0.645524,0.998744,0.39408,0.672034,0.999102,0.608338,0.65715,0.431269,0.633519,0.665992,0.97103,0.610975,0.834068,0.563345,0.653694,0.865361,0.956078,0.592426,0.871696,0.58904,0.629645,0.902324,0.929919,0.697568,0.858473,0.634002,0.747695,0.878634,0.91702
posture(143)_jpg.rf.I2gPsXEBIRLIovfnuHsB.jpg,bad,0.779213,0.299889,0.998875,0.793484,0.28344,0.998967,0.798835,0.284642,0.998783,0.804383,0.285708,0.998984,0.786472,0.280125,0.998848,0.786026,0.279153,0.998757,0.786022,0.278157,0.999213,0.842921,0.294167,0.998307,0.820781,0.284697,0.999452,0.790858,0.323714,0.999393,0.781951,0.318583,0.999298,0.827008,0.379222,0.999843,0.879347,0.36799,0.999432,0.650922,0.427665,0.996883,0.822461,0.474671,0.243363,0.449458,0.469969,0.972023,0.76097,0.555855,0.157697,0.387612,0.47412,0.935829,0.756444,0.573953,0.167986,0.375884,0.468818,0.934821,0.758914,0.569811,0.158199,0.417498,0.455037,0.894324,0.758308,0.568939,0.158557,0.740956,0.612856,0.997108,0.768161,0.592283,0.988799,0.509034,0.653166,0.884685,0.563295,0.654172,0.198335,0.451247,0.772379,0.767825,0.477981,0.788985,0.216274,0.45738,0.8059,0.713962,0.482924,0.823658,0.283841,0.374933,0.751018,0.629341,0.407212,0.791147,0.261203
posture(385)_jpg.rf.9Pulef2ReGj2hK7MKp5t.jpg,good,0.585212,0.176192,0.999164,0.579349,0.157673,0.998034,0.57907,0.157434,0.997986,0.578435,0.157253,0.99843,0.574559,0.157184,0.998621,0.570965,0.156652,0.998721,0.566881,0.156221,0.998889,0.559493,0.163625,0.996658,0.543694,0.163529,0.998399,0.580424,0.194143,0.997683,0.574887,0.193962,0.998732,0.536855,0.262248,0.998279,0.523834,0.264128,0.999644,0.583008,0.358635,0.097321,0.598175,0.369347,0.985813,0.674453,0.40465,0.096323,0.70736,0.376167,0.955975,0.687778,0.409554,0.115148,0.735532,0.380004,0.938587,0.692695,0.39879,0.120694,0.738729,0.373503,0.931202,0.687402,0.3978,0.128271,0.727095,0.372415,0.879604,0.532616,0.495548,0.996322,0.513306,0.50516,0.995237,0.642087,0.592635,0.648619,0.648192,0.583164,0.988366,0.650498,0.775374,0.810569,0.642554,0.787137,0.986936,0.635714,0.801933,0.796351,0.617464,0.809036,0.955601,0.704689,0.80448,0.871991,0.685278,0.823178,0.978181
posture(346)_jpg.rf.TjvzvGItoAWeWD2O6mQo.jpg,good,0.409843,0.130738,0.999967,0.402437,0.108993,0.999928,0.402687,0.108731,0.999911,0.402496,0.108069,0.999942,0.392942,0.108837,0.999956,0.385948,0.108337,0.999952,0.378354,0.10738,0.999947,0.367269,0.115386,0.999924,0.343095,0.113822,0.999945,0.404134,0.159879,0.999725,0.39243,0.15797,0.999867,0.320089,0.260643,0.99988,0.273843,0.269778,0.999857,0.390532,0.419339,0.151626,0.358438,0.460491,0.98448,0.566961,0.423895,0.376656,0.555821,0.438131,0.943241,0.619261,0.436056,0.454997,0.619767,0.430226,0.922149,0.630386,0.420638,0.475189,0.632782,0.416968,0.922176,0.603452,0.419093,0.46425,0.5836,0.408383,0.902634,0.298003,0.58963,0.999434,0.276042,0.61246,0.999383,0.560458,0.729682,0.121539,0.577233,0.737251,0.985036,0.308982,0.830692,0.196921,0.280667,0.85891,0.985505,0.235034,0.800348,0.307372,0.226734,0.831928,0.98175,0.282087,0.913139,0.282047,0.25901,0.957599,0.973994
posture(576)_jpg.rf.ImQnPaixdxhv5K4OzeC3.jpg,good,0.609296,0.153374,0.998979,0.631587,0.125365,0.999065,0.639266,0.123382,0.998958,0.647423,0.121525,0.999181,0.625218,0.126835,0.999159,0.627998,0.125886,0.999101,0.631069,0.124911,0.999348,0.698246,0.13042,0.998482,0.674352,0.132173,0.999435,0.631837,0.176346,0.998826,0.624925,0.176412,0.998145,0.752909,0.234751,0.999681,0.714449,0.252455,0.995549,0.7263,0.462091,0.94468,0.706905,0.489661,0.026352,0.444996,0.482853,0.855623,0.599676,0.601876,0.021278,0.367243,0.492704,0.80168,0.575427,0.646011,0.037319,0.34482,0.479361,0.802879,0.573856,0.628822,0.036385,0.371772,0.479395,0.778801,0.584966,0.613247,0.042284,0.757241,0.643702,0.996164,0.725708,0.643417,0.99191,0.28255,0.636364,0.814802,0.276143,0.673734,0.182369,0.268827,0.968625,0.71588,0.289167,0.96736,0.095878,0.309183,0.995494,0.751286,0.361459,1.022277,0.228536,0.136424,1.100919,0.627429,0.243757,1.105516,0.109129
sipotion_1749658630751_good_posture_0_89_jpg.rf.8dL7TF1pDBncntLxuizx.jpg,bad,0.449869,0.271148,0.997879,0.474774,0.254997,0.998429,0.478896,0.257426,0.99843,0.482854,0.260291,0.998673,0.473269,0.251577,0.997714,0.476493,0.251676,0.997645,0.480002,0.252454,0.998295,0.516362,0.290014,0.998207,0.516519,0.285204,0.998787,0.452948,0.309138,0.999044,0.45307,0.304632,0.998577,0.492375,0.492888,0.997596,0.56655,0.406671,0.995488,0.371389,0.706554,0.921984,0.477449,0.563847,0.089932,0.284562,0.700974,0.861453,0.341393,0.596757,0.118001,0.256474,0.700491,0.817677,0.312719,0.597315,0.146263,0.277686,0.665792,0.831374,0.3026,0.593337,0.164786,0.292383,0.648371,0.804589,0.312296,0.600724,0.181721,0.518212,0.810159,0.985666,0.555049,0.759312,0.963227,0.259509,0.809639,0.806761,0.325451,0.794822,0.138016,0.197749,1.018302,0.468067,0.254781,0.982905,0.073765,0.219063,1.075127,0.423428,0.265599,1.029952,0.141718,0.06886,0.970222,0.326871,0.138226,0.973365,0.100687
posture(186)_jpg.rf.C7up61ULrvMMXxxzw1Yi.jpg,bad,0.587947,0.308552,0.997963,0.605943,0.292725,0.998684,0.609991,0.293841,0.998442,0.614239,0.295068,0.999062,0.601817,0.289924,0.998578,0.602803,0.289079,0.998131,0.604099,0.288376,0.99893,0.645782,0.313596,0.998955,0.637976,0.307011,0.999188,0.591765,0.337101,0.998997,0.586668,0.334334,0.998571,0.618207,0.425616,0.999115,0.647924,0.40136,0.996814,0.48771,0.565632,0.963619,0.535439,0.520441,0.062143,0.356436,0.605213,0.932825,0.408533,0.575244,0.049134,0.322102,0.619096,0.901239,0.383711,0.581692,0.053514,0.319127,0.60447,0.901488,0.378876,0.580039,0.052805,0.330647,0.5987,0.877138,0.388441,0.580628,0.059929,0.529031,0.657825,0.999726,0.558763,0.62955,0.999274,0.2575,0.645433,0.959139,0.436249,0.587833,0.427511,0.297384,0.753163,0.634156,0.43309,0.758072,0.235368,0.324847,0.779669,0.659804,0.451849,0.792781,0.208214,0.226187,0.758958,0.508566,0.377012,0.778903,0.187403
posture(302)_jpg.rf.CyyvK4Ck09EBzXKbyctl.jpg,good,0.535611,0.206112,0.99391,0.560562,0.180584,0.994403,0.567987,0.180858,0.994254,0.576231,0.181301,0.996111,0.553645,0.179372,0.992882,0.55552,0.17875,0.992008,0.557955,0.177931,0.995789,0.617272,0.198505,0.990324,0.598902,0.190204,0.995491,0.553631,0.237068,0.994658,0.544279,0.236136,0.989284,0.653927,0.350453,0.991653,0.650615,0.328762,0.990363,0.43876,0.487716,0.948312,0.485714,0.430832,0.197088,0.208159,0.484088,0.889912,0.303026,0.462483,0.175238,0.165662,0.486594,0.873993,0.273244,0.450201,0.211689,0.160403,0.467254,0.874748,0.26311,0.441653,0.218695,0.185941,0.466669,0.859393,0.273315,0.452049,0.236976,0.655262,0.734733,0.983359,0.650913,0.715087,0.973611,0.282872,0.691476,0.87235,0.307563,0.749024,0.294891,0.389677,0.968739,0.787387,0.417495,0.965888,0.192001,0.417587,0.979478,0.819527,0.460036,0.972272,0.285472,0.284044,1.075973,0.684257,0.347493,1.000967,0.222612
posture(1025)_jpg.rf.JQY7uwESb4hFCGThcifQ.jpg,good,0.492396,0.250315,0.999093,0.495127,0.227197,0.999083,0.493709,0.226235,0.999126,0.492025,0.224969,0.9993,0.492098,0.224954,0.999194,0.488632,0.222532,0.999221,0.484404,0.219496,0.999373,0.462518,0.213415,0.999324,0.453576,0.207546,0.999241,0.475092,0.263274,0.998647,0.470275,0.26057,0.998936,0.39495,0.276421,0.998317,0.384429,0.279216,0.999838,0.459121,0.389443,0.097701,0.491417,0.394018,0.986555,0.601594,0.416532,0.193753,0.638671,0.404038,0.967832,0.631199,0.409117,0.229351,0.677315,0.406298,0.951337,0.649922,0.395857,0.238667,0.67984,0.393172,0.951724,0.63009,0.397967,0.247136,0.668135,0.392127,0.929186,0.359426,0.503516,0.995552,0.348523,0.507447,0.996988,0.607416,0.502663,0.389199,0.612768,0.48007,0.97762,0.63332,0.713112,0.528183,0.620334,0.721949,0.968036,0.611006,0.754145,0.609922,0.596807,0.7609,0.953994,0.730628,0.742538,0.604466,0.72046,0.759052,0.943679
sipotion_1749658650304_slouch_0_87_jpg.rf.9wgUIMgZL1rQzfeL8f9a.jpg,bad,0.383099,0.375878,0.999716,0.388036,0.350249,0.9998,0.391513,0.34944,0.999804,0.395456,0.348613,0.999824,0.3869,0.349205,0.999778,0.389375,0.347483,0.999778,0.392422,0.345501,0.99981,0.433563,0.349548,0.999727,0.431706,0.342619,0.999836,0.404298,0.399114,0.999825,0.402157,0.397678,0.999796,0.491766,0.460119,0.999827,0.530419,0.401065,0.99941,0.421552,0.626715,0.926458,0.486752,0.540698,0.07127,0.364901,0.5197,0.88702,0.386038,0.517688,0.091624,0.337096,0.50878,0.846784,0.361859,0.516142,0.130563,0.354057,0.496044,0.842948,0.350511,0.507344,0.125279,0.366041,0.497046,0.82406,0.371445,0.505545,0.130978,0.602966,0.746351,0.996194,0.606227,0.683315,0.994326,0.340987,0.715557,0.886044,0.358805,0.681232,0.198614,0.282909,0.961579,0.848459,0.302691,0.880392,0.186453,0.304706,0.993708,0.819927,0.327947,0.935817,0.364261,0.161511,0.951617,0.824437,0.194124,0.925043,0.292059
posture(233)_jpg.rf.Jen3PpPrzAAQ6uguvZkF.jpg,bad,0.747658,0.400286,0.999581,0.760531,0.375474,0.999794,0.760235,0.372277,0.999695,0.759994,0.369002,0.999792,0.758351,0.374979,0.999793,0.756377,0.371435,0.999746,0.75438,0.367642,0.999822,0.732113,0.338927,0.999889,0.728803,0.340273,0.999719,0.725715,0.403815,0.999187,0.721614,0.403114,0.99918,0.621022,0.332193,0.998362,0.638027,0.404547,0.998823,0.681885,0.41612,0.048673,0.700074,0.542132,0.870726,0.863065,0.410486,0.216302,0.855743,0.459458,0.843525,0.895028,0.40006,0.30426,0.916265,0.448396,0.783299,0.905906,0.395788,0.307455,0.90787,0.430377,0.782881,0.876546,0.418828,0.30026,0.890567,0.430905,0.763852,0.321946,0.559658,0.999914,0.350023,0.597509,0.999804,0.533187,0.6342,0.4936,0.669834,0.65081,0.813213,0.279609,0.687552,0.349547,0.512503,0.82025,0.723865,0.236345,0.641062,0.436316,0.455109,0.812611,0.709793,0.207166,0.734432,0.391626,0.531404,0.925665,0.736598
posture(135)_jpg.rf.V46bCc2ofPlFX12uUwQ7.jpg,bad,0.578983,0.302235,0.999003,0.599427,0.286091,0.999302,0.605883,0.288057,0.999331,0.613282,0.290254,0.99938,0.590153,0.28198,0.998555,0.589982,0.281061,0.998211,0.589971,0.280079,0.998524,0.650211,0.304058,0.999486,0.618199,0.290778,0.999057,0.589828,0.325845,0.999736,0.579205,0.318859,0.99934,0.664626,0.38912,0.999918,0.615527,0.337161,0.999742,0.443059,0.429235,0.988028,0.520548,0.420686,0.196712,0.245824,0.457505,0.953435,0.446433,0.434091,0.21331,0.182545,0.467303,0.925843,0.43623,0.439831,0.28229,0.170632,0.454944,0.934057,0.436646,0.428952,0.305917,0.200442,0.443513,0.916787,0.44345,0.433659,0.319491,0.553084,0.623759,0.996144,0.479764,0.573556,0.991274,0.52875,0.80442,0.680734,0.266169,0.640636,0.702872,0.534018,0.943279,0.592286,0.214557,0.785764,0.373187,0.536044,0.957211,0.497656,0.23256,0.804254,0.291715,0.534921,1.016674,0.468843,0.15965,0.865755,0.252788
posture(577)_jpg.rf.VGzUdXo6kUs2DX4hVKxj.jpg,good,0.564768,0.108723,0.999428,0.582056,0.080209,0.999529,0.587815,0.078528,0.999495,0.598854,0.075879,0.999613,0.575812,0.082811,0.999489,0.577391,0.082958,0.99947,0.578963,0.082881,0.999661,0.650898,0.08101,0.998974,0.627649,0.085637,0.999559,0.586358,0.129489,0.998934,0.580402,0.132093,0.997575,0.728849,0.19234,0.999722,0.637646,0.235841,0.993881,0.687396,0.421775,0.926339,0.580696,0.465784,0.057647,0.405551,0.437211,0.900155,0.408543,0.508606,0.111148,0.323475,0.443929,0.854217,0.351003,0.49326,0.152859,0.303201,0.425338,0.854178,0.316817,0.45853,0.149235,0.334752,0.424558,0.829095,0.378191,0.500879,0.1651,0.716201,0.592984,0.998138,0.653023,0.58571,0.996487,0.289542,0.50762,0.932507,0.22312,0.605537,0.240419,0.2402,0.896839,0.930616,0.256254,0.882096,0.200033,0.272996,0.94292,0.917499,0.297573,0.935155,0.327172,0.118112,0.984464,0.904476,0.1906,1.009274,0.253422
posture(289)_jpg.rf.Z3q3hYvg7zGLxh9B4OwC.jpg,bad,0.262049,0.185991,0.999464,0.242617,0.160667,0.999281,0.243843,0.154788,0.999386,0.245219,0.148682,0.999409,0.241288,0.167195,0.998723,0.241355,0.166025,0.998811,0.241345,0.164371,0.999292,0.270458,0.106537,0.99928,0.261268,0.126499,0.999583,0.291616,0.177424,0.999481,0.289263,0.186041,0.998819,0.423901,0.110046,0.999802,0.37385,0.156264,0.999393,0.498439,0.395382,0.977117,0.423474,0.378783,0.35287,0.452032,0.633999,0.889726,0.444148,0.597982,0.274724,0.458787,0.688909,0.844212,0.437974,0.630371,0.28181,0.444914,0.695263,0.847168,0.439277,0.635816,0.27785,0.452533,0.668013,0.824196,0.450834,0.638519,0.307524,0.695872,0.353414,0.999807,0.638819,0.359498,0.999244,0.720937,0.749452,0.96104,0.635707,0.665992,0.230099,0.911629,0.643685,0.854952,0.804269,0.665355,0.081155,0.921506,0.602483,0.863838,0.834515,0.641883,0.151532,0.969911,0.701811,0.726859,0.844326,0.737906,0.109589
sipotion_1749658655732_slouch_0_84_jpg.rf.Bf0IV3rOQ73xSr9bKxLr.jpg,good,0.515795,0.302142,0.997997,0.533097,0.281837,0.998692,0.537032,0.283273,0.99869,0.541337,0.28497,0.998944,0.530596,0.277982,0.998367,0.532645,0.276608,0.998318,0.534992,0.275534,0.998898,0.575141,0.303091,0.998051,0.568371,0.292832,0.999025,0.524195,0.330409,0.998963,0.520509,0.32598,0.998733,0.578976,0.446931,0.994114,0.620685,0.373774,0.995803,0.478535,0.577099,0.787668,0.477954,0.410564,0.269783,0.407524,0.461852,0.724918,0.322068,0.374589,0.448233,0.382343,0.445953,0.734048,0.286579,0.36067,0.536778,0.40112,0.422079,0.742146,0.283545,0.356743,0.575344,0.414058,0.427916,0.734452,0.289843,0.361936,0.584889,0.613587,0.746044,0.995464,0.650333,0.701392,0.991547,0.389297,0.732953,0.88667,0.450829,0.7334,0.234672,0.348571,0.961787,0.708137,0.401455,0.926213,0.158197,0.372922,1.016632,0.648105,0.415107,0.969214,0.262917,0.214653,0.956214,0.63105,0.27856,0.925725,0.246144
posture(827)_jpg.rf.Wqm0hTAGSHSzpS2JOv8Z.jpg,bad,0.569949,0.403645,0.999985,0.589098,0.390518,0.999979,0.594283,0.391299,0.999981,0.602874,0.392623,0.999981,0.579893,0.388456,0.99998,0.578913,0.387876,0.999983,0.577537,0.387258,0.999987,0.627749,0.40532,0.999975,0.602367,0.4011,0.999993,0.576739,0.423965,0.999977,0.565895,0.42224,0.999953,0.659227,0.487242,0.999973,0.54355,0.487371,0.999818,0.576319,0.595194,0.97766,0.440485,0.549945,0.77459,0.422314,0.634093,0.871362,0.316516,0.573235,0.764715,0.378493,0.653929,0.800611,0.279542,0.570297,0.734451,0.366036,0.641578,0.810183,0.277686,0.569052,0.749151,0.380604,0.635283,0.817015,0.29,0.57152,0.773498,0.538188,0.700479,0.99987,0.481213,0.69102,0.999619,0.268349,0.72299,0.991248,0.254716,0.690946,0.596629,0.252518,0.917718,0.980037,0.236877,0.864085,0.420197,0.277272,0.952952,0.967821,0.267741,0.887249,0.526372,0.152451,0.978522,0.950471,0.154229,0.912193,0.455233
posture(935)_jpg.rf.Vw0BRrDrqAwiLFXqqQX3.jpg,bad,0.392079,0.22409,0.99987,0.388759,0.195117,0.999918,0.393107,0.191446,0.999918,0.39835,0.187087,0.999932,0.383607,0.198921,0.999922,0.384331,0.198031,0.999926,0.385462,0.19674,0.999939,0.440481,0.167323,0.999928,0.424238,0.178959,0.999931,0.423625,0.234085,0.999899,0.417231,0.23826,0.99983,0.591451,0.232106,0.999915,0.520897,0.270692,0.99823,0.63948,0.457912,0.950995,0.499114,0.474448,0.038824,0.443748,0.42049,0.868521,0.412188,0.425943,0.055195,0.385594,0.432994,0.771309,0.362705,0.444253,0.069991,0.371954,0.402447,0.767215,0.352359,0.422577,0.062134,0.39164,0.396468,0.734403,0.370694,0.413084,0.063757,0.679776,0.576073,0.998747,0.619574,0.56415,0.997757,0.29415,0.592727,0.971784,0.289162,0.58211,0.183454,0.325312,0.908236,0.923235,0.308162,0.874721,0.131484,0.356285,0.952184,0.858118,0.337746,0.922117,0.157843,0.196087,1.019661,0.880029,0.201385,0.988792,0.168665
posture(148)_jpg.rf.wqXCg8R4HI3nPIFhvQFy.jpg,good,0.515684,0.314215,0.978444,0.527639,0.293405,0.97272,0.532169,0.292666,0.975263,0.53734,0.291746,0.980225,0.524072,0.293103,0.970582,0.525294,0.292152,0.969936,0.526787,0.290923,0.981769,0.569267,0.297533,0.962062,0.55936,0.296323,0.976597,0.527972,0.330214,0.97626,0.52223,0.330443,0.949906,0.606155,0.38604,0.998532,0.582145,0.382635,0.984422,0.449811,0.491983,0.984107,0.465797,0.489252,0.043574,0.26403,0.519795,0.952291,0.316719,0.524846,0.037336,0.2187,0.51712,0.934181,0.322415,0.555142,0.053177,0.214627,0.506798,0.933013,0.313662,0.550951,0.051145,0.229081,0.511506,0.905294,0.321614,0.55201,0.054974,0.533574,0.652191,0.99733,0.518911,0.626804,0.992667,0.259373,0.675004,0.947636,0.29096,0.66224,0.346469,0.264396,0.89019,0.953083,0.293305,0.873513,0.41999,0.282161,0.919241,0.953072,0.330885,0.90345,0.509541,0.165998,0.926285,0.921863,0.226226,0.937622,0.427806
posture(84)_jpg.rf.dmkwAQQD8InkSoFOapgs.jpg,good,0.604742,0.100655,0.999879,0.618652,0.076126,0.999939,0.622547,0.075207,0.999929,0.627254,0.074008,0.999951,0.616714,0.07587,0.999927,0.618964,0.074834,0.999915,0.621859,0.073361,0.999953,0.66523,0.080316,0.999925,0.658879,0.078335,0.999959,0.617958,0.119828,0.999891,0.61371,0.120301,0.999796,0.683096,0.217536,0.99991,0.695412,0.224027,0.999754,0.578231,0.409016,0.936658,0.616797,0.394875,0.064844,0.435418,0.442311,0.886154,0.491124,0.454676,0.0616,0.384838,0.446695,0.880264,0.469824,0.456151,0.075693,0.378511,0.436878,0.881141,0.461578,0.447789,0.076129,0.398987,0.434184,0.857142,0.469177,0.447718,0.081972,0.642909,0.573363,0.999935,0.667485,0.561129,0.999841,0.329805,0.630308,0.972761,0.503701,0.658326,0.259433,0.374688,0.903942,0.968387,0.602497,0.858053,0.442605,0.414487,0.934262,0.974366,0.640196,0.882276,0.5384,0.248487,0.963242,0.948407,0.562168,0.931382,0.447504
posture(361)_jpg.rf.EKVmMVpLm5CNVDCGSsc3.jpg,good,0.468563,0.554406,0.999949,0.466029,0.551406,0.999959,0.466713,0.550498,0.999943,0.467495,0.549694,0.999928,0.465198,0.554055,0.999934,0.467131,0.554086,0.999922,0.468113,0.554519,0.99992,0.474069,0.54514,0.999932,0.476044,0.553365,0.999922,0.478263,0.555004,0.999883,0.476408,0.55789,0.999943,0.547354,0.538813,0.999783,0.546163,0.572704,0.999793,0.562656,0.601331,0.95614,0.563206,0.671622,0.647194,0.542517,0.674628,0.850622,0.551185,0.773941,0.598324,0.535524,0.693222,0.729127,0.542022,0.789343,0.524182,0.529355,0.690351,0.690583,0.540653,0.790262,0.539032,0.533551,0.683817,0.618637,0.544767,0.789197,0.557065,0.689075,0.504256,0.99993,0.696283,0.542686,0.99991,0.686082,0.343799,0.99723,0.622297,0.591737,0.740786,0.632926,0.271353,0.99061,0.563504,0.710075,0.915675,0.623579,0.277171,0.953155,0.56645,0.731351,0.897154,0.618792,0.225343,0.975895,0.518106,0.74283,0.876152
posture(175)_jpg.rf.9NcYkkQjJKuWnbLoR6AG.jpg,good,0.411698,0.353618,0.992138,0.42823,0.327542,0.992107,0.434448,0.326202,0.992071,0.441438,0.324984,0.99406,0.421653,0.328496,0.99244,0.423088,0.327613,0.992561,0.424833,0.326667,0.995885,0.479514,0.334202,0.987578,0.463994,0.332739,0.996828,0.429684,0.377579,0.993771,0.422705,0.376731,0.988024,0.514503,0.434856,0.996658,0.522451,0.430836,0.991385,0.370421,0.572233,0.906531,0.402841,0.556025,0.12706,0.174583,0.585549,0.878673,0.225505,0.604771,0.156615,0.11874,0.584279,0.877995,0.223594,0.596665,0.223762,0.115842,0.568049,0.877135,0.208693,0.58944,0.222856,0.130075,0.568627,0.856976,0.218036,0.595535,0.238583,0.517163,0.729702,0.994615,0.528056,0.704442,0.982386,0.213857,0.750486,0.900446,0.285222,0.71938,0.156845,0.265427,0.966548,0.849494,0.31167,0.932683,0.119616,0.291584,0.983934,0.853224,0.341552,0.948536,0.195378,0.160712,0.992095,0.716241,0.235391,0.990837,0.141729
